Level,Code,Class title,Element Type Label,Exclusion Code,Element Description,
2,RDF603,Philosophy,Exclusion(s),,human rights law (See RDF5050114 Human rights),
2,RDF603,Philosophy,Exclusion(s),,"humane treatment of animals in agriculture, domestic or sporting environments (See RDF4020107 Humane animal treatment)",
2,RDF603,Philosophy,Exclusion(s),,language studies (See RDF60201 Languages),
2,RDF603,Philosophy,Exclusion(s),,"mathematical logic (See RDF1010109 Foundations, logic, and set theory of mathematics)",
2,RDF603,Philosophy,Exclusion(s),,political science (See RDF50601 Political science),
2,RDF603,Philosophy,Exclusion(s),,sociology and social studies of science and technology (See RDF5040108 Sociology and social studies of science and technology),
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,applied ethics (See RDF60302 Applied ethics),
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,architectural history and theory (See RDF6040202 Architectural history and theory),
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,"historical linguistics (See RDF6020206 Historical linguistics, diachronics, and dialectology)",
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,history and theory of the built environment other than architectural history and theory (See RDF5070202 History and theory of the built environment (except architecture)),
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,history of art and architecture (See RDF6040101 History of art and architecture),
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,design history and theory (See RDF6040301 Design history and theory),
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,"history of peoples, nations or geographics (See RDF60101 Historical studies)",
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,"mathematical logic (See RDF1010109 Foundations, logic, and set theory of mathematics)",
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,philosophy of specific fields of study (See RDF60303 History and philosophy of specific fields),
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,political science (See RDF50601 Political science),
3,RDF60301,Philosophy (except philosophy of specific fields),Exclusion(s),,sociology and social studies of science and technology (See RDF5040108 Sociology and social studies of science and technology),
4,RDF6030106,Logic,Exclusion(s),,computational logic (See RDF1020205 Computational logic theory),
4,RDF6030112,Philosophy of mind (except cognition),Exclusion(s),,philosophy of cognition (See RDF6030110 Philosophy of cognition),
4,RDF6030125,Philosophy of sciences and technologies,Exclusion(s),,epistemology (See RDF6030103 Epistemology),
3,RDF60302,Applied ethics,Exclusion(s),,agricultural biotechnology related ethics (See RDF4040110 Agricultural biotechnology ethics),
3,RDF60302,Applied ethics,Exclusion(s),,environmental philosophy (See RDF6030102 Environmental philosophy),
3,RDF60302,Applied ethics,Exclusion(s),,human rights law (See RDF5050114 Human rights),
3,RDF60302,Applied ethics,Exclusion(s),,"humane treatment of animals in agriculture, domestic or sporting environments (See RDF4020107 Humane animal treatment)",
3,RDF60302,Applied ethics,Exclusion(s),,metaethics and ethical theory (See RDF6030121 Metaethics and ethical theory),
3,RDF60303,History and philosophy of specific fields,Exclusion(s),,architectural history and theory (See RDF6040202 Architectural history and theory),
3,RDF60303,History and philosophy of specific fields,Exclusion(s),,"classical philosophy (See RDF6030122 Classical philosophy (Greek, Latin, Medieval))",
3,RDF60303,History and philosophy of specific fields,Exclusion(s),,design history and theory (See RDF6040301 Design history and theory),
3,RDF60303,History and philosophy of specific fields,Exclusion(s),,"historical linguistics (See RDF6020206 Historical linguistics, diachronics, and dialectology)",
3,RDF60303,History and philosophy of specific fields,Exclusion(s),,history and theory of the built environment other than architectural history and theory (See RDF5070202 History and theory of the built environment (except architecture)),
3,RDF60303,History and philosophy of specific fields,Exclusion(s),,history of art and architecture (See RDF6040101 History of art and architecture),
3,RDF60303,History and philosophy of specific fields,Exclusion(s),,"history of peoples, nations or geographics (See RDF60101 Historical studies)",
3,RDF60303,History and philosophy of specific fields,Exclusion(s),,sociology and social studies of science and technology (See RDF5040108 Sociology and social studies of science and technology),
4,RDF6030311,History of ideas,Exclusion(s),,intellectual history (See RDF6030310 Intellectual history (except in literary studies)),
2,RDF604,"Arts (arts, history of arts, performing arts, music), architecture and design",Exclusion(s),,digital humanities other than digital arts (See RDF6059901 Digital humanities),
3,RDF60401,Art history and theory,Exclusion(s),,curatorial and related studies (See RDF60408 Curatorial and related studies),
3,RDF60401,Art history and theory,Exclusion(s),,literary studies (See RDF60203 Literature and literary studies),
3,RDF60402,Architecture,Exclusion(s),,civil engineering (See RDF20101 Civil engineering),
3,RDF60402,Architecture,Exclusion(s),,history and theory of the built environment other than architectural history and theory (See RDF5070202 History and theory of the built environment (except architecture)),
4,RDF6040201,Architectural design,Exclusion(s),,landscape architecture (See RDF6040206 Landscape architecture),
4,RDF6040202,Architectural history and theory,Exclusion(s),,history of art in architecture (See RDF6040101 History of art and architecture),
4,RDF6040204,Architecture management,Exclusion(s),,landscape architecture (See RDF6040206 Landscape architecture),
3,RDF60403,Design practice and management,Exclusion(s),,architectural design (See RDF6040201 Architectural design),
3,RDF60403,Design practice and management,Exclusion(s),,architectural history and theory (See RDF6040202 Architectural history and theory),
3,RDF60403,Design practice and management,Exclusion(s),,engineering design (See RDF21201 Engineering design),
3,RDF60403,Design practice and management,Exclusion(s),,fine arts (See RDF60407 Visual arts and media arts),
4,RDF6040305,Visual communication design (except computer graphics),Exclusion(s),,computer graphics (infographics) (See RDF1020507 Computer graphics),
4,RDF6040306,Industrial design,Exclusion(s),,industrial design in manufacturing engineering (See RDF2040313 Industrial design in manufacturing engineering),
4,RDF6040505,Music interpretation,Exclusion(s),,performing arts (See RDF60406 Performing arts),
3,RDF60406,Performing arts,Exclusion(s),,"film, television and digital media (See RDF50802 Film, television and digital media)",
3,RDF60406,Performing arts,Exclusion(s),,"journalism, professional and technical writing (See RDF50803 Journalism and professional writing)",
3,RDF60406,Performing arts,Exclusion(s),,literary studies (See RDF60203 Literature and literary studies),
3,RDF60406,Performing arts,Exclusion(s),,performance and installation art (See RDF6040704 Performance and installation art),
3,RDF60407,Visual arts and media arts,Exclusion(s),,"film, television and digital media (See RDF50802 Film, television and digital media)",
3,RDF60407,Visual arts and media arts,Exclusion(s),,visual communication design (See RDF6040305 Visual communication design (except computer graphics)),
4,RDF6040704,Performance and installation art,Exclusion(s),,performing arts (See RDF60406 Performing arts),
3,RDF60408,Curatorial and related studies,Exclusion(s),,cultural studies (See RDF60501 Cultural studies),
3,RDF60408,Curatorial and related studies,Exclusion(s),,librarianship (See RDF1020701 Library science (librarianship)),
3,RDF60501,Cultural studies,Exclusion(s),,cultural conservation (See RDF6040801 Cultural property conservation),
3,RDF60501,Cultural studies,Exclusion(s),,digital print culture (See RDF6010114 Book history (including print culture)),
3,RDF60501,Cultural studies,Exclusion(s),,"film, television and digital media (See RDF50802 Film, television and digital media)",
3,RDF60501,Cultural studies,Exclusion(s),,languages and culture associated with language studies (See RDF60201 Languages),
3,RDF60501,Cultural studies,Exclusion(s),,marketing and advertising (See RDF50203 Marketing),
3,RDF60501,Cultural studies,Exclusion(s),,"organisational, interpersonal and intercultural communication (See RDF5080105 Organizational, interpersonal and intercultural communication)",
3,RDF60501,Cultural studies,Exclusion(s),,"social impacts of marketing and advertising (See RDF5040101 Applied sociology, program evaluation and social impact assessment)",
4,RDF6050104,"Media, visual and digital culture",Exclusion(s),,digital print culture (See RDF6010114 Book history (including print culture)),
4,RDF6059901,Digital humanities,Exclusion(s),,digital arts (See RDF6040706 Digital arts),
